Designator,Val,Package,Mid X,Mid Y,Rotation,Layer
J5,Conn_01x02_Male_2.54mm,PinHeader_1x02_P2.54mm_Vertical,127.100000,-81.300000,270,top
J7,Conn_01x06_SPI,JST_B6B-ZR(LF)(SN),177.500000,-81.300000,90.000000,top
J8,USB_C_KoreanHroparts_6P,USB-C-KoreanHroparts,175.300000,-57.000000,0,top
J10,Conn_01x03_Male,PinHeader_1x03_P2.54mm_Vertical,158.500000,-60.000000,270,top
J12,Conn_01x02_Male_2.54mm,PinHeader_1x02_P2.54mm_Vertical,114.600000,-108.200000,270,top
J13,Conn_01x03_Male,PinHeader_1x03_P2.54mm_Vertical,127.600000,-73.400000,0,top
J14,Conn_01x03_Female,PinSocket_1x03_P2.54mm_Vertical,153.400000,-55.400000,90,top
J15,Conn_01x02_Male_2.54mm,PinHeader_1x02_P2.54mm_Vertical,132.700000,-62.800000,90,top
J16,Conn_01x02_Male_2.54mm,PinHeader_1x02_P2.54mm_Vertical,126.200000,-108.200000,270,top
J17,Conn_01x02_Male_2.54mm,PinHeader_1x02_P2.54mm_Vertical,138.400000,-104.500000,270,top
J18,Conn_01x02_Male_2.54mm,PinHeader_1x02_P2.54mm_Vertical,159.300000,-107.100000,270,top
J19,Conn_01x02_Male_2.54mm,PinHeader_1x02_P2.54mm_Vertical,115.500000,-92.300000,270,top
J20,Conn_01x02_Male_2.54mm,PinHeader_1x02_P2.54mm_Vertical,127.000000,-88.100000,270,top
J21,Conn_01x02_Male_2.54mm,PinHeader_1x02_P2.54mm_Vertical,116.500000,-71.100000,180,top
J22,Conn_01x03_Female,PinSocket_1x03_P2.54mm_Vertical,121.800000,-52.600000,180,top
R1,10K,R_0603_1608Metric_Pad1.05x0.95mm_HandSolder,124.000000,-89.625000,270.000000,top
R2,10,R_0603_1608Metric_Pad1.05x0.95mm_HandSolder,161.475000,-87.500000,0.000000,top
R3,DNF,R_0603_1608Metric_Pad1.05x0.95mm_HandSolder,153.025000,-101.600000,0.000000,top
R4,10,R_0603_1608Metric_Pad1.05x0.95mm_HandSolder,158.725000,-112.300000,0.000000,top
R5,100K_0.1%,R_0603_1608Metric_Pad1.05x0.95mm_HandSolder,124.000000,-85.800000,90.000000,top
R6,10K,R_0603_1608Metric_Pad1.05x0.95mm_HandSolder,154.900000,-112.200000,270.000000,top
R7,10K,R_0603_1608Metric_Pad1.05x0.95mm_HandSolder,154.900000,-115.725000,270.000000,top
R8,100,R_0603_1608Metric_Pad1.05x0.95mm_HandSolder,136.675000,-55.700000,180.000000,top
R9,1M_0.1%,R_1206_3216Metric_Pad1.42x1.75mm_HandSolder,130.200000,-77.812500,90.000000,top
R10,1M_0.1%,R_1206_3216Metric_Pad1.42x1.75mm_HandSolder,130.100000,-91.912500,90.000000,top
R11,5K_0.1%,R_0805_2012Metric_Pad1.15x1.40mm_HandSolder,130.200000,-86.675000,270.000000,top
R12,75K_0.1%,R_0805_2012Metric_Pad1.15x1.40mm_HandSolder,130.175000,-82.700000,270.000000,top
R13,1M_0.1%,R_1206_3216Metric_Pad1.42x1.75mm_HandSolder,123.900000,-81.112500,90.000000,top
R14,100,R_0603_1608Metric_Pad1.05x0.95mm_HandSolder,141.750000,-84.500000,180.000000,top
R15,100,R_0603_1608Metric_Pad1.05x0.95mm_HandSolder,136.700000,-57.600000,180.000000,top
R16,100,R_0603_1608Metric_Pad1.05x0.95mm_HandSolder,141.775000,-82.600000,180.000000,top
R17,100,R_0603_1608Metric_Pad1.05x0.95mm_HandSolder,116.300000,-65.675000,270.000000,top
R18,100,R_0603_1608Metric_Pad1.05x0.95mm_HandSolder,118.200000,-65.675000,270.000000,top
U1,REF3025,SOT-23,123.600000,-73.300000,180,top
U2,CS5530-ISZ,SSOP-20_5.3x7.2mm_P0.65mm,152.700000,-87.200000,270,top
U3,LP5907MFX-4.5,SOT-23-5,168.700000,-57.200000,90,top
U4,LP5907MFX-3.3,SOT-23-5,161.400000,-70.400000,0,top
U5,LMP7715,TSOT-23-5,120.300000,-106.600000,90,top
U6,LMP7715,TSOT-23-5,120.300000,-113.100000,90,top
U7,CS1237,SOP-8_3.9x4.9mm_P1.27mm,144.490000,-54.620000,270,top
U8,LMP7715,TSOT-23-5,144.600000,-103.000000,90,top
U9,LMP7715,TSOT-23-5,144.600000,-109.400000,90,top
U10,AD623,SOIC-8_3.9x4.9mm_P1.27mm,152.800000,-105.700000,270,top
U11,LMP7715,TSOT-23-5,152.150000,-114.310000,270,top
U12,HX710C,SOP-8_3.9x4.9mm_P1.27mm,116.020000,-58.150000,0,top
Y1,Crystal 4.9152MHz,Crystal_X49SM49152MSD2SC,149.700000,-93.900000,0.000000,top
